RECIPE TITLE,TOTAL COOKING TIME,PREPARATION TIME,COOKING TIME,RECIPE SERVINGS,LEVEL,INGREDIENTS,RECIPE LINK
Lamb Korma Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,4.0,Medium,"['For the lamb:', '4  onions, sliced', '1 1/2 cup almond paste', '5 tsp ghee', '2  cinnamon sticks', '6-7  green cardamom', '3-4  cloves', '1 piece  mace', '2-3  bay leaves', '3 1/2 tsp garlic paste', '1 1/2 tsp ginger paste', '1 kg lamb', 'salt', 'rose water (infused with 4-5 strands of saffron)', '1 tsp yellow chilli powder', 'For the cream:', '1 cup yogurt', '1 tsp yellow chilli powder', '1/2 tsp black pepper powder', '1 tsp coriander seed powder', '1 tsp cumin powder', '1 tsp red chilli powder', '1/4 tsp turmeric powder', 'garam masala:', '1/4 tsp clove powder', '1/2 tsp green cardamom powder', '1/2 tsp rose petal powder', '1/4 tsp nutmeg powder', '1/4 tsp black cardamom powder', '1/2 tsp fennel powder', '1/4 tsp cinnamon powder', '1/4 tsp mace powder', 'For the paste:', '2  onions, sliced', '1 cup cream/malai']",https://food.ndtv.com/recipe-badami-lamb-korma-392472
Lamb Rogan Josh Recipe,1 hr 10 mins,10 mins,1 hr,4.0,Difficult,"['250 Gram Lamb chops or stewing lamb', '3 tbsp Vegetable oil', '2 pieces Cassia bark or cinnamon stick', '2  Bay leaves', '2  Green cardamoms', '2  Onions, finely chopped', '2  Garlic cloves, finely chopped', '1 tbsp Butter', '1/4 tsp Turmeric', '1/4 tsp Chilli powder', '1/2 tsp Ground cumin', '1/2 tsp Ground coriander', '1 tsp Tomato puree', '1/4 tsp Salt', 'A pinch of Garam masala', '1 tsp Lemon juice']",https://food.ndtv.com/recipe-lamb-rogan-josh-252344
Lasooni Dahi Tadka Recipe,15 mins,10 mins,05 mins,4.0,Easy,"['3 cups thick yoghurt, whisked', '1 medium onion, finely chopped', '2 tablespoon mustard oil', '2 teaspoons mustard seeds', '2 teaspoons cumin seeds', '10-12 garlic pods, finely chopped', '2 green chilis, slit from between (as per taste levels)', 'Hing', 'Dry herbs', '1 teaspoon turmeric powder', '½ tablespoon sugar', 'Salt (as per taste levels)', 'Chopped coriander leaves (for garnish)', 'Slivered ginger']",https://food.ndtv.com/recipe-lasooni-dahi-tadka-958474
Lauki Gosht Recipe,50 mins,10 mins,40 mins,2.0,Medium,"['500 Gram Mutton', '500 gram Lauki', '1 1/2 tsp Red chilli powder', '1/4 tsp Turmeric powder', '2 tsp Coriander powder', '1 tsp Garlic paste', '1 tsp Ginger paste', '3 tbsp Fresh coriander leaves', '2-3  Green chillies', '2  Tomatoes', '2  Onion', '1  Cinnamon stick', 'to taste Salt', '4-5 tbsp Oil', 'For frying  OIl']",https://food.ndtv.com/recipe-lauki-gosht-952362
Lauki Gulkand Barfi Recipe,1 hr,30 mins,30 mins,3.0,Easy,"['250 Gram Bottle gourd, grated', '700 ml Milk', '16 tsp Sugar', '16 tsp Khoya', '4 tsp Sunflower seeds', '2 tsp Melon seeds', '6 tsp Gulkand', '5 ml Rose syrup']",https://food.ndtv.com/recipe-lauki-gulkand-barfi-874841
Lauki Mussallam Recipe,1 hr,10 mins,50 mins,4.0,Medium,"['1  bottle gourd (ghiya)', '1 tsp garlic paste', '1 tsp ginger paste', '1 tsp turmeric', '2 tsp red chilli powder', '1  lemon (juiced)', '1  potato', '2 tbsp oil', '3 tbsp desi ghee', '1 cup onions, chopped', '1 tbsp ginger, chopped', '1 tsp green chillies, chopped', '2 tsp kishmish, chopped', '1 bowl almond flakes, chopped', '1 cup cashew nuts (crushed)', '1 tbsp khoya', '1 tsp sunflower seeds', '1/2 cup cashew paste', '1 cup yogurt (whisked)', '1/2 tsp fennel powder', '1/4 tsp mace powder', '1/4 tsp nutmeg powder', '1/4 tsp green cardamom powder', 'Salt', 'Water']",https://food.ndtv.com/recipe-bottle-gourd-mussallam-240233
Lauki Roti Recipe,20 mins,10 mins,10 mins,2.0,Easy,"['1 Cup Pureed Lauki', '1 cup Atta']",https://food.ndtv.com/recipe-lauki-roti-955416
Leftover Dal Cheela Recipe,15 mins,05 mins,10 mins,2.0,Easy,"['1 bowl   Dal', '2-3 tbsp Besan', '1 tsp Onion, finely chopped', '1/2 tsp Green Chillies, finely chopped', '1/2 tsp Coriander leaves', 'Oil to fry']",https://food.ndtv.com/recipe-leftover-dal-cheela-957825
Lehsuni Murg Recipe,1 hr 10 mins,10 mins,1 hr,4.0,Intermediate,"['1/2 Kg boneless Chicken', '2-3 tbsp ghee', '1  cup water', '1 cup onion, finely chopped', '5-6 tsp garlic paste', '3-4 tsp ginger paste', '3 tsp coriander powder', '4 tsp yogurt', '2 tsp red Chilli Powder', '5-6 tsp badaam paste', 'to taste salt', '1/4 tsp nutmeg', '1/4 tsp javitri powder', '1/2 tsp pepper powder', '4 tsp fried garlic, chopped', '2 tsp kesar ka ghol', '2-3 tsp coriander leaves']",https://food.ndtv.com/recipe-lehsuni-murg-98724
Lemon Coconut Squares Recipe,1 hr 20 mins,20 mins,1 hr,4.0,Easy,"['For the crust:', '125 ml icing sugar', '250 ml butter (softened)', '500 ml all-purpose flour', 'For filling:', '4  Eggs', '500 ml sugar', '125 ml lemon juice', '15 ml lemon peel (optional), grated', '60 ml flour', '2.5 ml baking powder', '125 ml dessicated coconut']",https://food.ndtv.com/recipe-lemon-coconut-squares-954530
Lemon Rasam Recipe,20 mins,05 mins,15 mins,2.0,Easy,"['Half bowl boiled arhar dal', '1  tomato, chopped', '1-inch ginger, thinly sliced', '2  green chillies, chopped', '4-5  springs of curry leaves', '1 tsp coriander leaves', 'Salt and sugar, to taste', '1  lemon', '1 Tbsp ghee', '1 tsp mustard seeds', '1  red chilli', 'Water, if needed']",https://food.ndtv.com/recipe-lemon-rasam-958083
Low Calorie Oats Idli Recipe,30 mins,15 mins,15 mins,2.0,Medium,"['2 Cups oats', '1/2 litre curd (slightly sour)', '1 tbsp mustard seeds', '1 tbsp urad dal', '1/2 tbsp channa dal', '1/2 tbsp oil', '2 tsp green chillies, finely chopped', '1 cup carrots, grated', '2 tbsp coriander, finely chopped', '1/2 tbsp turmeric powder', '2 tbsp salt', 'A pinch of fruit salt']",https://food.ndtv.com/recipe-low-calorie-oats-idli-339011
Low Calorie Teen Ratna Dal Recipe,35 mins,10 mins,25 mins,3.0,Easy,"['1 Cup Mix of chana, green moong and toovar dal', '1 tsp Turmeric powder', '3-4  Green chilli, slited', 'To taste Salt', '2 Tbsp Onion, chopped', '1/2 tsp Ginger, chopped', '1/2 tsp Garlic, chopped', '1 tsp Cumin seeds', '2  Whole red chillies-', '1 tsp Hing', '1/2 tsp Garam masala powder', '1 Tbsp Mustard oil', '1 tsp Ghee', 'Freshly chopped coriander  - to garnish']",https://food.ndtv.com/recipe-low-calorie-teen-ratna-dal-958420
Low Fat Makhana Kheer Recipe,2 hrs 10 mins,10 mins,2 hrs,4.0,Intermediate,"['1 Litre Milk', '1/4 cup Makhana (puffed lotus seeds)', '2 tbsp Sugar', '2 tsp Pistachios, chopped', '2 tsp Almonds, chopped', '1 tsp Green cardamom powder (optional)']",https://food.ndtv.com/recipe-low-fat-makhana-kheer-100492
Luchi Recipe,25 mins,,25 mins,10.0,Intermediate,"['2 cups refined flour (maida)', 'Oil for deep frying', '1/2 tbsp clarified butter', 'Water to knead', '1/2 tsp salt']",https://food.ndtv.com/recipe-luchi-98868
Luchi Recipe,25 mins,15 mins,10 mins,4.0,Easy,"['1 Cup maida', '1/2 tsp salt', '1 tsp ghee', '1/2 cup water']",https://food.ndtv.com/recipe-luchi-951769
Lychee Rabri Kulfi Recipe,25 mins,15 mins,10 mins,2.0,Easy,"['1 Litre Milk', '100 gram Khoya', '100 mililitres Lychee Juice', '200 gram Chopped Lychee', '1/2 cup Sugar', '4 drops  Kewra Water', '1 tbsp Pistachio (chopped)', '1 tbsp Cashew Nuts (chopped)', '1 tbsp Almonds (chopped)']",https://food.ndtv.com/recipe-lychee-rabri-kulfi-955287
Madata Khaja Recipe,45 mins,10 mins,35 mins,2.0,Easy,"['300 gms maida', '15 gms baking powder', '45 ml ghee', '45 ml milk', 'as required   salt', 'as required   water', 'for deep frying  oil', '500 ml sugar syrup']",https://food.ndtv.com/recipe-madata-khaja-952836
Makai Ki Galvani Recipe,20 mins,05 mins,15 mins,4.0,Easy,"['100 Ml ghee', '200 gms makki flour', '300 gms jaggery', '2 litre water', '5 gram cardamom powder']",https://food.ndtv.com/recipe-makai-ki-galvani-954528
Makhana Kheer Recipe,35 mins,10 mins,25 mins,2.0,Medium,"['Popped lotus seeds', '1/2 cup cashew nuts', '2 tsp ghee', 'Rock salt', '1/2 tsp cardamom', '3 cups milk', 'Sugar (as per taste)', 'dry fruits, chopped']",https://food.ndtv.com/recipe-makhana-kheer-952128
Makhane Aur Kaju Ki Kheer Recipe,1 hr,15 mins,45 mins,2.0,Medium,"['1 Cup Lotus Seeds (puffed) and cashew nut (toasted)', '1/2 litre Milk', '2 tbsp Pure ghee', '3 tbsp Khoya/Mawa', '1/4 tsp Green cardamom powder', '1 tbsp Almonds, chopped', '1 tbsp Pistachios, chopped']",https://food.ndtv.com/recipe-makhane-aur-kaju-ki-kheer-952715
Makhmal Paneer Kofta Curry Recipe,50 mins,15 mins,35 mins,4.0,Medium,"['50 Gram Paneer', '20 gram Cashew nut', '20 gram Makhana', '100 ml Ghee', '1/2 cup Milk', 'to taste Sendha namak']",https://food.ndtv.com/recipe-makhmal-paneer-kofta-curry-952178
Makki ka Paratha Aloowala Recipe,30 mins,05 mins,25 mins,6.0,Easy,"['Dough- as in an ordinary roti-made from 1cup whole wheat flour and 1 cup makki ka atta', '1/2 cup ghee - for frying', 'For the filling:', '2 cups potatoes- boiled and mashed', '2 Tbsp chopped coriander leaves', '1 tsp finely chopped ginger', '1 tsp finely chopped green chillies', '1 Tbsp salt', '1 Tbsp lemon juice']",https://food.ndtv.com/recipe-makki-ka-paratha-aloowala-98833
Malabar Fish Curry Recipe,55 mins,15 mins,40 mins,2.0,Medium,"['40 gms whole coriander seeds', '60 gms whole red chilli', '10 ml coconut oil', '1 gram mustard seeds', '10 gms onion, chopped', '3-4  Curry leaves', '20 ml coconut milk', '5 ml tamarind pulp', '5 gram coriander, chopped', '120 gms seabass fish curry cuts']",https://food.ndtv.com/recipe-malabar-fish-curry-952625
Malabari Fish Curry Recipe,1 hr 35 mins,10 mins,1 hr 25 mins,2.0,Medium,"['100 gms sear fish', '50 gms coconut, grated', '1/4 inch  ginger', '1/2 cup pureed tamarind', '1 tsp salt', '1/4 tsp powdered turmeric', '2 small green chillies', '1/2 tsp red chilli powder', '2 tbsp shallots, finely chopped']",https://food.ndtv.com/recipe-malabari-fish-curry-953726
Malabari Parotta Recipe,1 hr 15 mins,10 mins,1 hr 05 mins,6.0,Expert,"['2 Cups 2 cups maida', 'To knead  Water', '1/2 cup Ghee', 'For dusting  Dry flour']",https://food.ndtv.com/recipe-malabari-parotta-98853
Malai Ghevar Recipe,1 hr 40 mins,30 mins,1 hr 10 mins,4.0,Easy,"['500 gms maida', '150 gms ghee', '1.5 litre water', '1 litre milk', '50 gms sugar', '5 gms cardamom powder', '1 gram saffron', '50 gms fry fruits, chopped', 'For sugar syrup:', '500 gms sugar', '250 ml water', 'A pinch of saffron', 'Ghee (for frying)']",https://food.ndtv.com/recipe-malai-ghevar-912475
Malai Gujiya Recipe,30 mins,15 mins,15 mins,2.0,Easy,"['2 Cups Malai from full fat milk', '2 cups Maida', '200 gram Powdered sugar', '1/2 tsp Cardamom powder', '1/2 cup Nuts of your choice', '1/2 cup Desiccated Coconut']",https://food.ndtv.com/recipe-malai-gujiya-956558
Malai Ki Kheer Recipe,45 mins,10 mins,35 mins,4.0,Easy,"['3/4 Cup Basmati rice, tukda', '2 litre Milk', '1 tin  Condensed milk', '50 gram Khoya', '1/2 cup Cream', '1 cup Sugar (200 gm)', '1 tsp Green cardamom powder', '1 tsp Saffron', '50 gram Almond, sliced', '50 gram Pistachio, sliced']",https://food.ndtv.com/recipe-malai-ki-kheer-180232
Malai Kofta Recipe,1 hr 10 mins,10 mins,1 hr,2.0,Medium,"['4 Large potatoes, boiled', '250 gms paneer (cottage cheese)', '50 gms maida', '1 tbsp Coriander Leaves, chopped', '3  Onions', '1 tbsp ginger garlic paste', '2  Tomatoes', '200 ml malai or cream', '2 tbsp raisins and cashew nuts', '50 gms cashew nuts paste', '1/2 tsp haldi (turmeric)', '1/2 tsp red chilli powder', '1/2 tsp kitchen king masala', '1 tbsp Kasturi methi (dry Fenugreek)', 'to taste salt', '1 tbsp sugar']",https://food.ndtv.com/recipe-malai-kofta-617952
Malpua Recipe,1 hr 10 mins,10 mins,1 hr,4.0,Easy,"['For the malpua batter:', '1 cup flour', '1 cups khoya, grated', '1 1/2 cup water (warm 60-70 degrees)', 'For the malpua:', '10  pista (cut into thin pieces), blanched', '8  almonds (cut into thin pieces), blanched', 'Few   saffron', '6 tbsp ghee', '4 cups sugar syrup']",https://food.ndtv.com/recipe-malpua-438796
Malpua Recipe,1 hr 05 mins 20 seconds,15 mins 20 seconds,50 mins,6.0,Easy,"['For Malpua:', '1 cup sugar', '1 cup maida', '1 cup khoya', '5-6 tbsp desi ghee', 'Warm water', 'To Garnish:', 'Pistachios', 'Almonds', 'Saffron']",https://food.ndtv.com/recipe-maalpua-241129
Malwani Chicken Sukka Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,4.0,Medium,"['For the chicken:', '1/2 kg Boneless chicken', '4  Onions, chopped', '1/2 tsp Turmeric powder', '2 tbsp Ginger paste', '2 tbsp Garlic paste', '2 tbsp Oil', 'to taste Salt', 'Water', 'For the masala paste:', '1  Coconut, grated', '2  Whole red chillies', '3  Garlic pods', '1 tsp Cumin seeds', '1 tbsp Coriander seeds, roasted', '2  Green chillies', '1/2 cup Coriander leaves, chopped', '2 tbsp Malwani masala', 'Water', 'For the malwani masala:', '12  Red chillies', '2 tsp Whole coriander seeds', '4-5  Cloves', '1/2 tsp Peppercorns', '1/2 tsp Cumin seeds', '1/2 tsp Shahi jeera seeds', '4-5  Green cardamoms', '2-3  Black cardamoms', '1/2 cup Dry coconut, grated', '1 tsp Poppy seeds (khus khus)', 'To accompany  Onion , sliced', 'To garnish  Lemon wedges']",https://food.ndtv.com/recipe-malwani-chicken-sukka-186270
Mangalorean Prawn Curry Recipe,45 mins,15 mins,30 mins,2.0,Easy,"['1/2 kg prawns (medium sized)', '2 Tbsp coconut oil', '1 cup coconut (grated)', '3 tsp tamarind extract', '7 red chilies', '1/2 tsp asafoetida (heeng)', '1 tsp turmeric powder', 'Salt to taste']",https://food.ndtv.com/recipe-mangalorean-prawn-curry-241149
Mango Chicken Curry Recipe,40 mins,20 mins,20 mins,2.0,Medium,"['500 gms Chicken', '1/2 cup Curd', '2 tbsp Coconut oil', '1/4 cup Coconut milk', '1-2  Roasted red chilli', '1 tsp Chilli powder', '1/2 tsp Fennel seeds', '2  Cloves', '1 tbsp Ginger garlic paste', '2-3 pods  Cardamom', '2 sticks  Cinnamon', '1/4 cup Tomato puree', '1/2  cup Cream', '1/2 tsp Coriander Seeds', '1/2 tsp Garam masala', '1/2 tsp Mustard seeds', '1 large Mango', 'to taste Salt', 'Curry leaves']",https://food.ndtv.com/recipe-mango-chicken-curry-955152
Mango Ice Cream Recipe,1 hr,15 mins,45 mins,2.0,Easy,"['1 Cup milk', '1 tbsp custard powder', '3 cups milk', '1 cup sugar', '1 tbsp vanilla essence', '3 cups cream', '1/2 cup castor sugar', '1 cup mango puree', '1 cup mangoes, chopped']",https://food.ndtv.com/recipe-mango-ice-cream-951605
Mango Kiwi Chutney Recipe,40 mins,10 mins,30 mins,,Easy,"['4 Mangoes', '2 Kiwis', '1 cup Sugar', '1 tsp Pink salt', '1 tsp Table salt', '2 tsp Roasted cumin powder', '1/2 tsp Red chilli powder']",https://food.ndtv.com/recipe-mango-kiwi-chutney-958590
Mango Lassi Ice Cream Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['1 bowl  Yogurt', '2  Mangoes', '1 tbsp Honey']",https://food.ndtv.com/recipe-mango-lassi-ice-cream-846731
Mango Lassi Recipe,10 mins,10 mins,,2.0,Easy,"['125 Ml Curd', '200 ml iced water', '8  Ice cubes', '1  mango, chopped', '1 tbsp sugar', 'A pinch of dried mint']",https://food.ndtv.com/recipe-mango-lassi-98869
Marchwangan Korma Recipe,2 hrs 10 mins,15 mins,1 hr 55 mins,2.0,Medium,"['1 Kg meat (cut into pieces)', '12 1/2  water', '1 cup pure ghee', 'to taste salt', '1 tbsp ground garlic', '10  green cardamoms', '5  cloves', '1 1/2  kashmiri red chilli powder (dissolved in 10 cups of water)', '4  Black cardamoms', '4 tsp turmeric powder', '5  Cinnamon sticks', '2 tsp dry ginger powder', '1 1/2 cup dry cockscomb (mawal) flowers (heated with 1 1/2 cups water, extract)', '1 tsp black cumin seeds', '1 tsp dry mint leaves']",https://food.ndtv.com/recipe-marchwangan-korma-953278
Masala Bhindi Recipe,35 mins,10 mins,25 mins,4.0,Easy,"['250 gms bhindi', '1 bowl water, small', '7-8 tbsp mustard oil', '1 tsp jeera seeds', '1 tsp fennel seeds', '1 bowl onion, finely chopped', '1 tsp ginger, chopped', '1/2 tsp turmeric powder', 'to taste Salt', '1 tsp fennel powder', '1 1/2 tsp aamchoor powder', '1/4 tsp pepper powder', '1/2 tsp sugar', '1 tsp lime juice']",https://food.ndtv.com/recipe-masala-bhindi-100468
Masala Chaas Recipe,10 mins,10 mins,,1.0,Easy,"['1 Cup curd', '1 tbsp coriander, chopped', '2 tsp chilli, chopped', '1 tbsp salt', '2 tbsp black salt', '1/2 cup water', 'A pinch of chaat masala']",https://food.ndtv.com/recipe-masala-chaas-27
Masala Chai Recipe,15 mins,05 mins,10 mins,2.0,Easy,"['Cloves', 'Cardamom', 'Cinnamon', 'Star Anise', 'Water', 'Tea leaves', 'Sugar', 'Milk']",https://food.ndtv.com/recipe-masala-chai-952031
Masala Dosa Recipe,55 mins,10 mins,45 mins,2.0,Easy,"['2 Cups rice (preferably parboiled)', '1/2 cup black Gram (Dhuli Urad)(split and husked)', '1/2 tsp fenugreek seeds', '2 tsp salt', 'Oil (for cooking dosas)', 'For the Masala for Dosas:', '500 gms potatoes (peeled and cubed), boiled', '1 1/2 cups onions, sliced', '2  green chillies (optional), finely chopped', '2 tbsp oil', '1 tsp mustard seeds', '6-7  Curry leaves', '2 tsp salt', '1/4 tsp turmeric, powdered', '1/2 cup water']",https://food.ndtv.com/recipe-masala-dosa-219232
Masala Puri Recipe,30 mins,10 mins,20 mins,10.0,Intermediate,"['3 Medium Potatoes (peeled and mashed), boiled', '250 Gram Arrowroot powder', '1 tsp Lemon juice', '1 tsp Salt', '2 Tbsp Ghee', 'For the Filling:', '150 Gram Dates (seeded)', '4 Tbsp Tamarind pulp (thick)', '1 tsp Chilli powder', '1 tsp Rock salt', '1 tsp Sugar', '1 tsp Ground Fennel seeds, roasted']",https://food.ndtv.com/recipe-masala-puri-98850
Masala Tomato Upma Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['1 Cups Suji', '1  Onion, chopped', '2 tbsp Oil', '1/2 cup Tomato Puree', '1  Tomato , chopped', 'Carrot, Capsicum, Peas, Mix veg one cup', '1/2 tsp Red chilli Powder', '1/2 tsp Turmeric', '1/2 tsp Coriander powder', 'tsp Salt', '1/2 tsp Cumin', '1 tsp Mustard Seed', '6-7  Curry leaves', '1 tsp Desi  Ghee', '1 tbsp Coriander leaves, finely chopped']",https://food.ndtv.com/recipe-masala-tomato-upma-957889
Masala Uttapam Recipe,20 mins,10 mins,10 mins,2.0,Easy,"['3  Boiled potatoes', '1 tsp  Chana dal', '1 tsp  Urad dal', '5-6  Curry leaves', '2  Green chillies', '1 tsp  Ginger', '2  Medium onions', '1 tsp  Rai', 'to taste Salt', '1/2 tsp  Haldi', '1/2 tsp  Red chilli powder', 'A pinch of hing', 'Rice and urad dal batter', '3 tbsp  Oil']",https://food.ndtv.com/recipe-masala-uttapam-957690
Masoor Dal Khichdi Recipe,30 mins,05 mins,25 mins,2.0,Easy,"['1 Cup masoor dal', '1 cup rice', '4 cups water', '1  Onion, finely chopped', '1  Tomato, finely chopped', '1 tsp ginger-garlic paste', '1 tsp cumin seeds', '1 tsp haldi', '1 tsp garam masala', 'Salt to taste', '2 tbsp ghee', 'Fresh coriander leaves (for garnish)']",https://food.ndtv.com/recipe-masoor-dal-khichdi-958062
Masoor Dal Vada Recipe,30 mins,10 mins,20 mins,3.0,Medium,"['1 Cup masoor dal', '2-3  green chillies', '2-3  garlic cloves', '1-inch ginger,, chopped', '1 small onion, sliced', '1/2 tsp black pepper powde', '1/2 tsp red chilli powder', '3 tbsp mustard oil', '1 tsp jeera powder', 'Salt, to taste', 'A handful of coriander leaves']",https://food.ndtv.com/recipe-masoor-dal-vada-958298
Matar Samosa Recipe,25 mins,10 mins,15 mins,2.0,Easy,"['1 Cup All-Purpose Flour', '1 tsp Salt', '1 tbsp Ghee', '1 and a half cup Fresh Peas', '1 tsp Red Chilli Powder', '1 tsp Coriander Powder', '1 tsp Garam Masala', '1 tsp Amchur Powder', 'Salt as per taste']",https://food.ndtv.com/recipe-matar-samosa-956083
Matar ka Paratha Recipe,40 mins,10 mins,30 mins,6.0,Expert,"['2 Cups Whole-Wheat Flour', '1 cup Water', 'For rolling  Dry Flour', 'For the Filling (grind together)', '1 cup Greens Peas (shelled), boiled', '1/8 tsp Asafoetida, powdered', '1 1/2 tsp Cumin seeds, roasted', '1/2 tsp Chilli powder']",https://food.ndtv.com/recipe-matar-ka-paratha-98845
Matka Malai Kulfi Recipe,1 hr 10 mins,10 mins,1 hr,6.0,Medium,"['2 Cups Milk', '1 cup Cream', '1 cup Condensed milk', '1/2 tsp Cardamom seeds (crushed)', '1/4 cup Dry fruit mix', '10-15 strands  Saffron (soaked in 1 Tbsp of warm milk for 15 minutes)']",https://food.ndtv.com/recipe-malai-kulfi-713312
Mawa Cake Recipe,55 mins,10 mins,45 mins,4.0,Easy,"['3  Eggs', '1 cup maida', '1 1/2 cup sugar', '1/3 cup butter', '200 gms khoya (mawa)', '1 tsp vanilla essence', '1/3 tsp baking powder', 'Muffin moulds-greased and floured']",https://food.ndtv.com/recipe-mawa-cake-219707
Mawa Gujiya Recipe,45 mins,10 mins,35 mins,4.0,Easy,"['For dough:', 'Refined flour', '1 tbsp ghee', 'Water', 'For filling:', '2/3 cup khoya (crumbled)', '3 tsp ghee', 'Oil (for deep frying)', '1/2 cup dried figs', '1/2 cup dates (seedless), chopped', '10  Cashew nuts, chopped', '10  Almonds, chopped', '10  Walnuts, chopped']",https://food.ndtv.com/recipe-mawa-gujiya-952088
Mawa Kachori Recipe,1 hr 15 mins,30 mins,45 mins,4.0,Easy,"['500 gms maida', '100 gms ghee', '200 ml water', '1 kg sugar', 'A pinch of saffron', '200 gms sweet mawa', '15 gms pista (without skin), chopped', '15 gms almond (without skin), chopped', 'Ghee (for frying)']",https://food.ndtv.com/recipe-mawa-kachori-913475
Mawa Misri Recipe,1 hr 05 mins,05 mins,1 hr,4.0,Easy,"['1 liter whole milk', '10 gm ghee', '250 gm condensed milk', '50 gm sliced almonds', '50 gm sugar', '5 gm cardamom powder', '50 gm crystal sugar (Mishri)', '2 sheets silver leaf (Varq), to garnish']",https://food.ndtv.com/recipe-mawa-misri-218347
Mawe Ka Bhutta Recipe,50 mins,15 mins,35 mins,4.0,Medium,"['1.5 L milk, 6% fat', '200 gm sugar', '50 gm pistachio paste', 'A few strands of saffron', '50 gm mango pulp', '10 gm pista, chopped', '150 gm cashew nut powder']",https://food.ndtv.com/recipe-mawe-ka-bhutta-738596
